memory_cap_open,memory_cap_high,memory_cap_low,memory_cap_volumne
0.0,0.0,0.0,0.0
0.9928719339232799,0.9935253339418585,0.9919273925719142,0.4023022082472506
0.8936088638289031,0.5826316149891521,0.9709360690878698,0.24915745899476993
0.9181466688582396,0.9155982870034238,0.9106768633354458,0.1750214697116246
0.9950332338441334,0.9950110246600644,0.9943974889855763,0.14530825736111871
0.6070971333887589,0.5895706931746431,0.6115268692383758,0.13294989234881147
0.5308429573787541,0.5712009582621002,0.5016296502440779,0.1568614362366396
0.6454760868342685,0.7872520705439634,0.7410967767179129,0.12733326556101704
0.9313943880781737,0.9301977390801826,0.9287917075188198,0.12166729960073183
0.3423445937734799,0.3310802080554795,0.34748392654982146,0.12402672798549241
0.43486139447626737,0.01520272677902688,0.43192556918580866,0.1400548166416934
0.8368308767016628,0.9164788843012976,0.621873153613771,0.12931127131427175
2.7999559795422603e-05,0.2322669450686518,5.884594415713929e-06,0.11884562751014768
0.9453901584174176,0.9561900276373868,0.9366877469409053,0.10727563689591821
0.9380538059374421,0.9377690738421426,0.9394696576141981,0.09167241397670316
0.27459910235336693,0.23950660437093974,0.2758245347327172,0.07941093897627646
0.2661608049684405,0.43192357523749386,0.2656219299245267,0.07969004608818761
0.9712040884254464,0.9702392433267661,0.9734253459201527,0.0867158825873644
0.0984243281058591,0.09650119557153472,0.0737570631345645,0.08945900085682643
0.8740785447480273,0.8612486857772218,0.8535977240945573,0.08487700003261894
0.0007042801623781744,0.0009537421905100373,0.0025711956003116633,0.08519823570687506
0.9000458463066321,0.691701640347108,0.6615799562115856,0.08869117124971897
0.6161065509777115,0.5855466475411385,0.7106903182772142,0.08265508627423217
0.7267512928284341,0.7350198127715156,0.7135235865728978,0.10052696737553135
0.4307003078033076,0.4920174391285967,0.3861512159469416,0.0922679520044482
0.7140345438385626,0.6860201052020254,0.65710031153511,0.08392876981726453
0.19404751737819503,0.21737544254320837,0.19879365326521387,0.08489216153613631
0.7904828081456134,0.7916829558593999,0.7632982986989608,0.09157584675890404
0.9521245862375197,0.9580259035173083,0.9705173526425163,0.09500366929928558
0.21366506718719053,0.2684491958652787,0.15131930816433656,0.10951642851416452
0.02056980013649897,0.03800385314609647,0.06298903259965738,0.10493327821414676
0.9583188308335279,0.9621164277860921,0.9564733815316968,0.09427462437934804
0.9566931572360343,0.9534616365666335,0.9586091434284288,0.0941602033247713
0.9033930020550337,0.8910869344253848,0.8271158909310867,0.0918102784441882
0.9455330193002746,0.9447927409338468,0.9436149386309913,0.08225077307074091
0.7992153085454311,0.7746741886097223,0.816515951035259,0.0781558331807973
0.8820392434896405,0.8801700856066698,0.8761504418431497,0.07967042685559211
0.7734539916373162,0.783857738948863,0.7732156297002811,0.08712024340712776
0.954023563263156,0.9531366014999147,0.9558426732485331,0.09080911945901607
0.13675990589910442,0.19237007263594483,0.11439963276283557,0.08885507760187283
0.954790921537385,0.9561396542938968,0.9547424388543361,0.0916764663686711
0.890770410161424,0.8793428786706126,0.9202148302855305,0.08237455001213612
0.08040000647216872,0.08612988729105898,0.0850190374724617,0.08392664013373927
0.26153306860632886,0.2496553232279659,0.16494945437596076,0.07723683166024704
0.8095670382982214,0.8134374443545108,0.8213494257767917,0.08250545919967592
0.32431028783124943,0.43950668424695394,0.32338014660241493,0.0644087440934526
