"S1","S2","S3","EC"
0.869461,-0.452512,0.198167,97006.375
0.869897,-0.451821,0.197833,96951
0.870074,-0.451913,0.196842,96839.25
0.870497,-0.450968,0.197137,96762.975
0.87023,-0.451335,0.197475,97292.25
0.870476,-0.450948,0.197274,96820.025
0.870615,-0.450983,0.196582,96955.825
0.87071,-0.450651,0.196919,96935.7
0.870835,-0.450449,0.196831,97084.5
0.870438,-0.450891,0.19757,97049.975
0.870166,-0.451131,0.19822,97008.225
0.870042,-0.451333,0.198309,96451.325
0.869917,-0.451534,0.198398,96880.925
0.869917,-0.451534,0.198398,97282.55
0.870536,-0.450703,0.197569,97084.775
0.87036,-0.45126,0.197072,96619.625
0.870228,-0.451839,0.196329,96536.3
0.869845,-0.452623,0.196221,97356.125
0.869901,-0.452399,0.196486,96871.425
0.870173,-0.452288,0.195536,96860.625
0.870126,-0.452759,0.194653,96975.125
0.870003,-0.452958,0.194739,97271.3
0.870003,-0.452958,0.194739,96892.775
0.870397,-0.452029,0.195137,97122.625
0.870682,-0.451671,0.194695,96570.15
0.870507,-0.452218,0.194206,96955.075
0.870385,-0.452418,0.194291,96925.6
0.870209,-0.452965,0.193802,96919
0.869772,-0.453397,0.194748,96651.525
0.869848,-0.453955,0.193102,96771.5
0.869673,-0.453742,0.194389,97364.475
0.869673,-0.453742,0.194389,97379.325
0.86851,-0.4558,0.194773,96502.3
0.86894,-0.455658,0.193181,97082.15
0.869004,-0.455965,0.192169,96854.075
0.868804,-0.456503,0.191791,97160.5
0.868323,-0.457393,0.19185,96812.9
0.868293,-0.457732,0.191179,96907.8
0.867834,-0.45862,0.191133,97215.85
0.868039,-0.458201,0.191208,97373.25
0.868162,-0.458003,0.191125,96630.325
0.868565,-0.457454,0.190606,97152.8
0.868657,-0.457017,0.191234,97337.225
0.868457,-0.457555,0.190856,97119.6
0.868522,-0.457576,0.190511,97200.375
0.868498,-0.457577,0.190616,96443.875
0.868878,-0.457028,0.1902,97239.775
0.869156,-0.456556,0.190065,97102.775
0.869613,-0.455666,0.190111,96653.175
0.869829,-0.455292,0.190017,96495.775
0.869765,-0.45527,0.190363,97113.8
0.86928,-0.455635,0.191701,97310.45
0.869455,-0.455096,0.192185,96656.575
0.869199,-0.455855,0.191544,96167.075
0.869272,-0.455393,0.19231,97197.45
0.869249,-0.455392,0.192416,97334.9
0.869042,-0.45569,0.192647,96900.65
0.868947,-0.456009,0.19232,96811.825
0.868518,-0.456561,0.192948,97257.975
0.868685,-0.456649,0.191983,97470.35
0.868546,-0.45709,0.191562,97099.275
0.868968,-0.456296,0.191544,96797.2
0.868385,-0.457388,0.191581,97187.8
0.868701,-0.456406,0.192488,97314.45
0.86784,-0.457971,0.192658,96908.225
0.867557,-0.458322,0.193096,97203.8
0.86749,-0.458301,0.193444,97004.075
0.867892,-0.457402,0.193771,97247.575
0.868004,-0.457717,0.192521,96724
0.867322,-0.458511,0.193701,96969.975
0.867371,-0.458621,0.193222,97046
0.867495,-0.458422,0.193138,97444.6
0.866963,-0.45876,0.194716,96795.25
0.866729,-0.459519,0.193969,96853.875
0.866864,-0.458957,0.194694,96990.65
0.866864,-0.458957,0.194694,97144.525
0.867122,-0.458197,0.195334,97149.925
0.867122,-0.458197,0.195334,96683.575
0.867209,-0.458096,0.195184,96970.35
0.867145,-0.457785,0.196194,97165.425
0.867601,-0.457236,0.195459,96780.8
0.86784,-0.457007,0.194933,96866.525
0.868185,-0.456458,0.194681,96777.325
0.868013,-0.456367,0.195659,97225.75
0.868163,-0.456166,0.195464,97014.4
0.867933,-0.456299,0.196173,96290.5
0.867793,-0.456747,0.195749,96632.875
0.86752,-0.456856,0.196702,97141.7
0.86789,-0.45613,0.196752,96976.25
0.867885,-0.456007,0.197062,96559.325
0.867721,-0.456455,0.196748,96491.25
0.867841,-0.45613,0.196971,96813.875
0.867496,-0.45671,0.197147,97630.625
0.867754,-0.455939,0.197793,97021.6
0.867429,-0.456047,0.198966,96610.55
0.867712,-0.455276,0.1995,97238.425
0.866752,-0.456959,0.199825,97287.125
0.866796,-0.456982,0.199581,96585.75
0.866589,-0.457113,0.200177,96601.2
0.866647,-0.456596,0.201105,97129.95
0.866591,-0.456819,0.200839,97300.975
0.866522,-0.457289,0.200064,96822.675
0.866253,-0.457519,0.200702,96470.575
0.866227,-0.45752,0.200813,96744.8
0.866553,-0.457066,0.200441,97099.725
0.866728,-0.456519,0.200929,96561.625
0.866728,-0.456519,0.200929,96403.95
0.866973,-0.455995,0.201063,96414.35
0.867342,-0.455418,0.200778,97345.275
0.867342,-0.455418,0.200778,96849.75
0.867462,-0.455604,0.199839,96331.225
0.867462,-0.455604,0.199839,96857.325
0.867423,-0.455074,0.201206,97607.3
0.867024,-0.45574,0.20142,96854.25
0.86726,-0.45474,0.202659,96512.75
0.867713,-0.453854,0.202707,96736.875
0.867634,-0.454073,0.202556,97157.075
0.86725,-0.454983,0.20216,97473.875
0.86725,-0.454983,0.20216,96847.05
0.867728,-0.454098,0.202097,96713.775
0.868071,-0.452983,0.203123,97058.975
0.867921,-0.45318,0.203324,96688.75
0.867775,-0.453874,0.202397,96697.05
0.867948,-0.453326,0.202884,96551.575
0.867169,-0.45435,0.203923,97323.175
0.867317,-0.454155,0.203724,97113.375
0.867282,-0.454397,0.203335,96854
0.867132,-0.454306,0.204177,96337.15
0.867912,-0.453094,0.203557,97507.825
0.868217,-0.452398,0.203803,96901.55
0.868192,-0.452396,0.203914,97002.1
0.867996,-0.452283,0.204995,96175.875
0.868127,-0.451844,0.205406,97379.525
0.867861,-0.452073,0.20603,96852.45
0.867738,-0.452268,0.206119,96826.55
0.868136,-0.4516,0.205906,96186.5
0.868551,-0.450811,0.205886,96724.725
0.868679,-0.450896,0.205157,96908.925
0.868043,-0.45208,0.205242,96727.225
0.867922,-0.452104,0.205702,96152.325
0.867903,-0.452084,0.205827,97022.725
0.867389,-0.452934,0.206124,96962.8
0.867814,-0.452762,0.20471,96617.55
0.867659,-0.453192,0.204414,96603.25
0.868023,-0.452754,0.203837,96819.65
0.867999,-0.452752,0.203947,96827.5
0.868129,-0.452319,0.204352,96855.775
0.867936,-0.452208,0.205416,96665.3
0.867413,-0.453298,0.205221,96629.6
0.867388,-0.453797,0.204221,96947.175
0.867388,-0.453797,0.204221,97067.05
0.86731,-0.454013,0.204073,96612.95
0.867572,-0.453788,0.203456,96945.725
0.86765,-0.453572,0.203605,96953.625
0.867508,-0.454105,0.203023,96680.075
0.867654,-0.453914,0.202828,96708.6
0.867296,-0.454473,0.203104,96541.775
0.867629,-0.453912,0.202937,96851
0.867576,-0.454129,0.202679,96640.175
0.867364,-0.454497,0.20276,96512
0.867642,-0.453625,0.203521,96530.85
0.867642,-0.453625,0.203521,96823.875
0.867657,-0.453871,0.20291,96960.575
0.86793,-0.453764,0.201977,96795.85
0.867876,-0.453985,0.201716,96397.55
0.867305,-0.455192,0.20145,97124.175
0.867021,-0.455541,0.201882,96997.825
0.867433,-0.45463,0.202169,96915.45
0.867487,-0.45441,0.20243,96331.175
0.867375,-0.454506,0.202695,96744.2
0.867149,-0.455266,0.201953,96881.35
0.867175,-0.455267,0.201842,96638.275
0.867561,-0.454354,0.20224,96756.075
0.867513,-0.454697,0.201672,97028.675
0.867811,-0.45458,0.200654,97051.7
0.867879,-0.454252,0.2011,96971.25
0.866959,-0.455927,0.201276,96540.225
0.867344,-0.455723,0.20008,96961.275
0.86659,-0.456717,0.201075,97081.1
0.866659,-0.456739,0.200726,96596.35
0.866486,-0.457278,0.200246,96762.3
0.866154,-0.457966,0.200111,96963.325
0.866555,-0.4573,0.199898,97344.25
0.866534,-0.45805,0.198264,97089.65
0.866764,-0.457293,0.199007,96791.5
0.866764,-0.457293,0.199007,96632.925
0.866549,-0.457663,0.199092,97092.15
0.866574,-0.457663,0.198984,96534.375
0.867005,-0.456777,0.19914,96696.175
0.866946,-0.457618,0.197458,96745.2
0.866807,-0.458064,0.197036,97038.85
0.867214,-0.457387,0.196818,96753.35
0.867285,-0.456918,0.197593,96486.45
0.867392,-0.456695,0.19764,96627.875
0.867622,-0.456563,0.196934,97168.925
0.867297,-0.457017,0.197308,96784.475
0.86778,-0.456899,0.195453,96630.575
0.867098,-0.458591,0.194515,96574
0.867098,-0.458591,0.194515,97062.275
0.866758,-0.459288,0.194382,96553.75
0.866446,-0.459644,0.194931,96720.725
0.866373,-0.459502,0.195592,96137.05
0.865949,-0.460423,0.1953,97441.075
0.865891,-0.460645,0.195034,96661.75
0.866018,-0.460443,0.194949,96541.475
0.86577,-0.460968,0.194811,96552.675
0.866199,-0.460168,0.194794,97206.675
0.865727,-0.460945,0.195054,96634.175
0.865727,-0.460945,0.195054,96732.3
0.865989,-0.460595,0.194721,96629.6
0.865696,-0.460827,0.195472,97207.225
0.865434,-0.461177,0.195804,96546.825
0.865518,-0.460952,0.195962,96660.2
0.865307,-0.461379,0.19589,96684.8
0.865595,-0.461026,0.195449,97204.7
0.86603,-0.460347,0.195122,96880.7
0.866401,-0.459769,0.194839,96704.2
0.86605,-0.460224,0.195323,96494.2
0.865679,-0.460801,0.195607,97086.075
0.865768,-0.460698,0.195455,96936.95
0.865742,-0.4607,0.195564,96688
0.866005,-0.459931,0.19621,96624.925
0.866303,-0.459821,0.195152,96895.475
0.866016,-0.460174,0.195593,97076.475
0.866303,-0.459821,0.195152,96868.075
0.866165,-0.460118,0.195064,96712.075
0.866629,-0.459167,0.195242,96965.45
0.866177,-0.45961,0.196203,96589.575
0.866378,-0.4597,0.195102,97114.075
0.865748,-0.460822,0.195251,97010.425
0.865456,-0.461181,0.1957,96464.975
0.86537,-0.46141,0.195539,97015
0.864867,-0.462327,0.1956,96567.65
0.864686,-0.462111,0.196906,96776.6
0.8646,-0.46234,0.196746,96683.475
0.864627,-0.462337,0.196635,96740.25
0.864947,-0.461632,0.196884,96415.85
0.864566,-0.46222,0.197173,96865.5
0.864386,-0.462346,0.19767,96776.225
0.864528,-0.461546,0.198911,97350
0.865069,-0.460099,0.199909,96957.175
0.864652,-0.460787,0.200129,97040.35
0.864652,-0.460787,0.200129,97111.225
0.864443,-0.461346,0.199745,97080.15
0.863819,-0.461941,0.201068,96499.425
0.864042,-0.46206,0.199831,96839.825
0.863753,-0.462043,0.201113,96725.35
0.864157,-0.461107,0.201525,97323.9
0.86448,-0.460747,0.200964,96854.9
0.864956,-0.45983,0.201015,96780.95
0.865071,-0.459376,0.201558,96990.425
0.865151,-0.459523,0.20088,97185.975
0.865236,-0.459294,0.201038,96803.6
0.865415,-0.458737,0.201535,96960.55
0.865343,-0.458714,0.201896,96419.175
0.865343,-0.458714,0.201896,97531.7
0.865549,-0.458156,0.202279,97040.025
0.865438,-0.458386,0.202237,96376.925
0.865341,-0.458061,0.203382,96498.15
0.865296,-0.458037,0.203629,97020.75
0.865435,-0.458611,0.201737,96686.025
0.865908,-0.457694,0.201788,96504.3
0.866253,-0.456981,0.201928,96510.75
0.866808,-0.455835,0.202135,97392.3
0.866751,-0.456063,0.201864,96836.125
0.866431,-0.456423,0.202425,96153.275
0.866525,-0.456093,0.202765,96588.75
0.866846,-0.455881,0.201868,97192.425
0.867344,-0.454962,0.201804,96904.675
0.866732,-0.456338,0.201325,96440.6
0.866509,-0.456722,0.201412,96357.225
0.866067,-0.457413,0.201747,97096.025
0.865784,-0.457522,0.202713,97178.15
0.866101,-0.456808,0.202968,96610.05
0.866195,-0.456477,0.203309,96569.55
0.866195,-0.456477,0.203309,96857.55
0.866562,-0.45614,0.202499,97481.75
0.866929,-0.455803,0.201689,97006.45
0.866986,-0.455574,0.201961,96295.275
0.867099,-0.455117,0.202504,96910.025
0.867337,-0.454984,0.201784,97263.95
0.867643,-0.454369,0.201855,96680.2
0.868114,-0.453446,0.201905,96838.125
0.868415,-0.45321,0.201139,97012.725
0.868026,-0.453905,0.201248,97180.45
0.8676,-0.454851,0.200951,97129.65
0.867633,-0.454978,0.200521,96184.275
0.867983,-0.454387,0.200344,96849.8
0.868149,-0.454228,0.199984,97188.525
0.868054,-0.45456,0.199645,96696.875
0.867403,-0.455684,0.199911,94140.625
0.867499,-0.455708,0.199437,96200.075
0.867166,-0.456471,0.19914,97245.375
0.867071,-0.456149,0.200292,96727.75
0.867735,-0.455574,0.198716,96522.85
0.867582,-0.455778,0.198918,96771.6
0.867997,-0.455084,0.198695,97272.1
0.868022,-0.455085,0.198582,96886.775
0.86808,-0.454856,0.198854,96653.325
0.867748,-0.454966,0.20005,96305.125
0.867812,-0.45522,0.199191,97158.45
0.867742,-0.455196,0.199552,97266.375
0.867882,-0.455036,0.199305,96713.3
0.867703,-0.455596,0.198805,96521.225
0.867952,-0.455061,0.198943,96961.55
0.868131,-0.455006,0.19829,97259.225
0.868131,-0.455006,0.19829,96980.675
0.868391,-0.454577,0.198136,96073.8
0.86846,-0.454896,0.197096,97356.625
0.86846,-0.454896,0.197096,97567.15
0.868449,-0.454643,0.197727,96705.325
0.868518,-0.454963,0.196685,96576.6
0.86823,-0.455749,0.196136,96854.275
0.867697,-0.456901,0.195815,97174.8
0.867532,-0.457059,0.196178,97075.325
0.867825,-0.456696,0.195727,96347.475
0.867728,-0.457026,0.195388,96970.175
0.86763,-0.457355,0.195049,97597.425
0.867755,-0.457449,0.194273,96745
0.867883,-0.457244,0.194186,96254.75
0.868547,-0.456162,0.193759,96708.8
0.868903,-0.455695,0.193262,97105.075
0.868721,-0.456253,0.192761,97304.3
0.869021,-0.456139,0.191677,96075.95
0.868862,-0.456696,0.191067,96599.975
0.86869,-0.456606,0.192064,97276.425
0.868745,-0.456253,0.192652,96861
0.868745,-0.456253,0.192652,96727.2
0.868868,-0.455923,0.19288,96754.55
0.868976,-0.455695,0.192933,97481.025
0.869209,-0.455411,0.192554,97421.5
0.86915,-0.455638,0.192283,96188.9
0.869225,-0.45591,0.191297,96885.75
0.869248,-0.45591,0.191188,97032.425
0.870053,-0.454648,0.190534,96796.775
0.870053,-0.454648,0.190534,96654.65
0.869845,-0.455079,0.190456,96153.825
0.869974,-0.455,0.190057,97479.6
0.870175,-0.454465,0.190415,97383.925
0.870115,-0.454692,0.190144,96480.5
0.870345,-0.454554,0.189419,96636.75
0.870322,-0.454553,0.189527,97356.325
0.870098,-0.454942,0.189624,96689.825
0.870533,-0.454247,0.189291,96747.725
0.870491,-0.454225,0.18954,96234.075
0.870777,-0.453444,0.190096,97661.8
0.870166,-0.454526,0.190309,97244.45
0.870695,-0.453379,0.190625,96737.175
0.87076,-0.453403,0.19027,96521.125
0.87093,-0.453492,0.189277,97018.475
0.870908,-0.45349,0.189384,97068.975
0.87148,-0.452346,0.189486,97237.9
0.871954,-0.451676,0.188906,96582.45
0.871725,-0.451815,0.189628,97314.575
0.871682,-0.451793,0.189876,96989.65
0.871283,-0.451986,0.191245,96348.75
0.870792,-0.452905,0.191307,96909.225
0.870524,-0.453435,0.191273,97115.95
0.8707,-0.452753,0.192085,97022
0.870847,-0.452552,0.19189,96894.65
0.871107,-0.451771,0.19255,96429.575
0.870462,-0.452476,0.193808,97002.325
0.870288,-0.452385,0.194798,96945.15
0.870523,-0.451601,0.195565,96760.325
0.870746,-0.451212,0.195474,96536.5
0.869963,-0.4523,0.196443,97001.675
0.869883,-0.452521,0.196286,96895.125
0.869736,-0.452719,0.196482,96654.5
0.869995,-0.452074,0.196818,96848.525
0.870467,-0.450922,0.197373,96903.075
0.869969,-0.451292,0.19872,96997.675
0.869597,-0.451746,0.199314,96407.15
0.869366,-0.451878,0.20002,96673.925
0.869146,-0.451764,0.201233,97010.925
0.869011,-0.45221,0.200813,97064.8
0.86928,-0.451975,0.200175,96192.425
0.868944,-0.452681,0.200039,96918.025
0.869049,-0.452108,0.200881,96711.825
0.868699,-0.452564,0.201364,96944.25
0.868553,-0.453257,0.200435,96344.625
0.868078,-0.453912,0.201007,97180.575
0.867876,-0.453818,0.202091,96834.25
0.8674,-0.454473,0.202663,96841.775
0.86703,-0.455051,0.202949,96447.15
0.866222,-0.456532,0.203072,96968.5
0.866593,-0.455955,0.202787,96982.15
0.866619,-0.455955,0.202675,96931.675
0.866766,-0.455261,0.203603,96392.825
0.86633,-0.456163,0.203441,97486.575
0.865653,-0.457279,0.203815,96799.325
0.865439,-0.457648,0.203895,96670.65
0.865723,-0.457302,0.203466,96414.075
0.865868,-0.456621,0.204376,97105.5
0.865403,-0.457746,0.203828,96682.15
0.865127,-0.458212,0.203953,96773.375
0.864634,-0.459337,0.203516,96271.55
0.864766,-0.45919,0.203285,97071.175
0.863794,-0.46043,0.204608,96703.825
0.863813,-0.460098,0.205274,97024.1
0.863963,-0.459903,0.205078,96416.4
0.864324,-0.459347,0.204804,97006.375
0.863837,-0.460453,0.204375,96951
0.863398,-0.46108,0.204816,96839.25
0.863656,-0.460454,0.205134,96762.975
0.863437,-0.461459,0.203793,97292.25
0.863453,-0.461694,0.203194,96820.025
0.863015,-0.462415,0.203415,96955.825
0.863709,-0.461299,0.203,96935.7
0.863549,-0.461932,0.202245,97084.5
0.863675,-0.461392,0.202936,97049.975
0.863569,-0.461608,0.202897,97008.225
0.863724,-0.46153,0.202413,96451.325
0.863684,-0.461971,0.201574,96880.925
0.863107,-0.463242,0.201129,97282.55
0.862861,-0.463366,0.2019,97084.775
0.863665,-0.462017,0.201554,96619.625
0.863815,-0.46182,0.201362,96536.3
0.863896,-0.461603,0.201511,97356.125
0.863125,-0.462779,0.202117,96871.425
0.862914,-0.463543,0.201266,96860.625
0.863,-0.46385,0.200183,96975.125
0.863341,-0.463416,0.199719,97271.3
0.863396,-0.463203,0.199975,96892.775
0.862931,-0.4643,0.199437,97122.625
0.863242,-0.463345,0.200313,96570.15
0.863111,-0.463892,0.19961,96955.075
0.863494,-0.463012,0.199998,96925.6
0.863471,-0.463338,0.199337,96919
0.863668,-0.463218,0.198765,96651.525
0.864027,-0.462663,0.198493,96771.5
0.8647,-0.461676,0.197861,97364.475
0.865014,-0.461568,0.196738,97379.325
0.865372,-0.461013,0.196465,96502.3
0.865785,-0.460244,0.196449,97082.15
0.866141,-0.459689,0.196176,96854.075
0.866086,-0.459576,0.196683,97160.5
0.866086,-0.459576,0.196683,96812.9
0.865724,-0.460015,0.197254,96907.8
0.865724,-0.460015,0.197254,97215.85
0.866275,-0.45866,0.197985,97373.25
0.866744,-0.457538,0.198531,96630.325
0.866744,-0.457538,0.198531,97152.8
0.866889,-0.457628,0.197685,97337.225
0.866808,-0.457848,0.197532,97119.6
0.866445,-0.458414,0.197811,97200.375
0.866541,-0.458168,0.197962,96443.875
0.866541,-0.458168,0.197962,97239.775
0.866904,-0.458132,0.196449,97102.775
0.866755,-0.458666,0.195863,96653.175
0.866631,-0.458863,0.195947,96495.775
0.866232,-0.459192,0.196939,97113.8
0.866313,-0.458972,0.197093,97310.45
0.86637,-0.458754,0.197354,96656.575
0.866175,-0.459411,0.196677,96167.075
0.866296,-0.458613,0.198003,97197.45
0.866511,-0.458244,0.197918,97334.9
0.86709,-0.457441,0.197238,96900.65
0.866876,-0.457743,0.197478,96811.825
0.867053,-0.457196,0.197967,97257.975
0.866632,-0.45812,0.197675,97470.35
0.86648,-0.458665,0.197077,97099.275
0.866876,-0.457743,0.197478,96797.2
0.866921,-0.457274,0.198363,97187.8
0.867348,-0.456472,0.198345,97314.45
0.86793,-0.455593,0.19782,96908.225
0.867835,-0.455917,0.197488,97203.8
0.867511,-0.456026,0.198657,97004.075
0.867455,-0.456249,0.198391,97247.575
0.868135,-0.455461,0.197223,96724
0.868116,-0.455439,0.197357,96969.975
0.868498,-0.454759,0.197248,97046
0.868657,-0.455095,0.195764,97444.6
0.869034,-0.454762,0.194862,96795.25
0.869918,-0.453056,0.19489,96853.875
0.870312,-0.452745,0.193853,96990.65
0.870547,-0.451957,0.194635,97144.525
0.870008,-0.453082,0.194431,97149.925
0.870208,-0.452822,0.194139,96683.575
0.870208,-0.452822,0.194139,96970.35
0.870208,-0.452822,0.194139,97165.425
0.869819,-0.453257,0.194868,96780.8
0.869752,-0.453233,0.195219,96866.525
0.869319,-0.453789,0.195856,96777.325
0.86971,-0.453354,0.195127,97225.75
0.870157,-0.452695,0.194664,97014.4
0.870062,-0.45302,0.194332,96290.5
0.869833,-0.453154,0.195041,96632.875
0.870005,-0.453244,0.194066,97141.7
0.870304,-0.452639,0.194133,96976.25
0.870475,-0.452728,0.193157,96559.325
0.87081,-0.452639,0.191852,96491.25
0.87038,-0.453196,0.192488,96813.875
0.870184,-0.453866,0.191796,97630.625
0.870119,-0.453843,0.192147,97021.6
0.870516,-0.452912,0.192545,96610.55
0.870912,-0.45213,0.192588,97238.425
0.87106,-0.451929,0.192392,97287.125
0.871327,-0.45156,0.192049,96585.75
0.871304,-0.451558,0.192158,96601.2
0.871304,-0.451558,0.192158,97129.95
0.8715,-0.451649,0.191053,97300.975
0.871643,-0.451483,0.190793,96822.675
0.871353,-0.451851,0.191247,96470.575
0.871205,-0.452053,0.191442,96744.8
0.871228,-0.452055,0.191334,97099.725
0.871751,-0.45153,0.190186,96561.625
0.87204,-0.451162,0.189732,96403.95
0.871489,-0.452315,0.189522,96414.35
0.871083,-0.453264,0.189119,97345.275
0.871373,-0.452897,0.188664,96849.75
0.871126,-0.453286,0.188869,96331.225
0.870637,-0.454459,0.188302,96857.325
0.870686,-0.455002,0.18676,97607.3
0.870855,-0.454943,0.186113,96854.25
0.870299,-0.456092,0.185902,96512.75
0.8704,-0.455763,0.186237,96736.875
0.869832,-0.457004,0.185848,97157.075
0.869832,-0.457004,0.185848,97473.875
0.869077,-0.458024,0.186866,96847.05
0.869259,-0.457478,0.187358,96713.775
0.868632,-0.458536,0.187675,97058.975
0.868345,-0.458772,0.188429,96688.75
0.867887,-0.459335,0.189168,96697.05
0.867307,-0.460344,0.189374,96551.575
0.866746,-0.46123,0.189784,97323.175
0.866251,-0.462136,0.189842,97113.375
0.866795,-0.461494,0.18892,96854
0.866132,-0.46231,0.189959,96337.15
0.866423,-0.462075,0.189204,97507.825
0.866296,-0.462279,0.189288,96901.55
0.866236,-0.462501,0.18902,97002.1
0.865863,-0.463083,0.189304,96175.875
0.865863,-0.463083,0.189304,97379.525
0.865335,-0.463663,0.190292,96852.45
0.864728,-0.464527,0.190947,96826.55
0.864556,-0.464762,0.191152,96186.5
0.865021,-0.463877,0.191199,96724.725
0.865117,-0.463563,0.191526,96908.925
0.865066,-0.464017,0.190654,96727.225
0.865655,-0.462932,0.190619,96152.325
0.865323,-0.463021,0.191905,97022.725
0.865869,-0.461914,0.19211,96962.8
0.865347,-0.462483,0.19309,96617.55
0.865883,-0.461395,0.193291,96603.25
0.865789,-0.461705,0.19297,96819.65
0.865393,-0.46236,0.193181,96827.5
0.865269,-0.462556,0.193263,96855.775
0.865121,-0.462756,0.193449,96665.3
0.865016,-0.462894,0.193587,96629.6
0.865249,-0.462152,0.19432,96947.175
0.865224,-0.462155,0.194424,97067.05
0.865027,-0.462279,0.195005,96612.95
0.86511,-0.462585,0.193908,96945.725
0.865258,-0.462385,0.193722,96953.625
0.864918,-0.462824,0.19419,96680.075
0.864501,-0.463012,0.195597,96708.6
0.864486,-0.462924,0.195872,96541.775
0.86447,-0.462899,0.196002,96851
0.864402,-0.46288,0.196344,96640.175
0.864111,-0.462987,0.197371,96512
0.86458,-0.461879,0.197913,96530.85
0.864792,-0.461517,0.197828,96823.875
0.865157,-0.460812,0.197877,96960.575
0.865078,-0.460555,0.19882,96795.85
0.865674,-0.459774,0.19803,96397.55
0.865413,-0.459997,0.198652,97124.175
0.866312,-0.458179,0.198936,96997.825
0.866611,-0.457441,0.199333,96915.45
0.867175,-0.456329,0.199425,96331.175
0.867058,-0.456649,0.199206,96744.2
0.867274,-0.456276,0.19912,96881.35
0.867404,-0.455712,0.199843,96638.275
0.867657,-0.455583,0.199036,96756.075
0.867781,-0.455385,0.19895,97028.675
0.867935,-0.454823,0.199563,97051.7
0.867641,-0.454935,0.200584,96971.25
0.867323,-0.454897,0.20204,96540.225
0.867695,-0.454577,0.201162,96961.275
0.867601,-0.454271,0.202252,97081.1
0.867995,-0.453613,0.202042,96596.35
0.868215,-0.452865,0.202771,96762.3
0.868537,-0.452542,0.202111,96963.325
0.86896,-0.452006,0.201491,97344.25
0.869285,-0.451322,0.201623,97089.65
0.869623,-0.450879,0.201154,96791.5
0.869797,-0.450627,0.200972,96632.925
0.869266,-0.451738,0.200773,97092.15
0.86929,-0.451741,0.200663,96534.375
0.869296,-0.451514,0.201145,96696.175
0.86889,-0.452063,0.201666,96745.2
0.868665,-0.452825,0.200923,97038.85
0.86847,-0.453365,0.200551,96753.35
0.869345,-0.451611,0.200716,96486.45
0.869345,-0.451611,0.200716,96627.875
0.869309,-0.451857,0.200316,97168.925
0.869542,-0.451724,0.199605,96784.475
0.869518,-0.451721,0.199716,96630.575
0.869598,-0.451498,0.199872,96574
0.869888,-0.450779,0.200233,97062.275
0.869414,-0.451942,0.199671,96553.75
0.869723,-0.450939,0.200588,96720.725
0.870106,-0.450249,0.200479,96137.05
0.870691,-0.449134,0.200438,97441.075
0.870812,-0.44843,0.201487,96661.75
0.87077,-0.448814,0.200812,96541.475
0.870871,-0.4486,0.200854,96552.675
0.871004,-0.448145,0.20129,97206.675
0.870837,-0.448583,0.201038,96634.175
0.871677,-0.447159,0.200569,96732.3
0.872399,-0.446412,0.199089,96629.6
0.871956,-0.447296,0.199044,97207.225
0.872377,-0.446407,0.199196,96546.825
0.872653,-0.445568,0.199865,96660.2
0.872942,-0.445464,0.198833,96684.8
0.872653,-0.445568,0.199865,97204.7
0.872537,-0.446248,0.198853,96880.7
0.872436,-0.446809,0.198035,96704.2
0.87227,-0.447343,0.19756,96494.2
0.872081,-0.447872,0.197192,97086.075
0.872027,-0.448091,0.196933,96936.95
0.872049,-0.448095,0.196827,96688
0.872125,-0.447881,0.196979,96624.925
0.872103,-0.447877,0.197085,96895.475
0.872222,-0.447672,0.197025,97076.475
0.871886,-0.448118,0.197496,96868.075
0.872578,-0.447675,0.195435,96712.075
0.872842,-0.447438,0.194799,96965.45
0.872722,-0.447633,0.194885,96589.575
0.871909,-0.448755,0.195946,97114.075
0.871941,-0.448532,0.19631,97010.425
0.871748,-0.449545,0.194844,96464.975
0.871875,-0.448991,0.195556,97015
0.871521,-0.449555,0.195834,96567.65
0.871476,-0.450016,0.194974,96776.6
0.87135,-0.449951,0.195685,96683.475
0.87115,-0.450086,0.196267,96740.25
0.871518,-0.449419,0.196159,96415.85
0.871182,-0.449865,0.196631,96865.5
0.87133,-0.449314,0.197236,96776.225
0.871128,-0.450083,0.196373,97350
0.871246,-0.44989,0.196289,96957.175
0.870979,-0.450481,0.196118,97040.35
0.870643,-0.450926,0.196589,97111.225
0.870184,-0.452044,0.196049,97080.15
0.870479,-0.451578,0.195815,96499.425
0.870479,-0.451578,0.195815,96839.825
0.870334,-0.451493,0.196654,96725.35
0.869563,-0.452877,0.196882,97323.9
0.869637,-0.453137,0.195957,96854.9
0.87011,-0.452043,0.196383,96780.95
0.869605,-0.453351,0.195601,96990.425
0.869166,-0.454211,0.195556,97185.975
0.868576,-0.45475,0.196922,96803.6
0.868377,-0.455621,0.195782,96960.55
0.868314,-0.455822,0.195597,96419.175
0.86809,-0.456825,0.194243,97531.7
0.867815,-0.45757,0.19372,97040.025
0.868056,-0.457095,0.19376,96376.925
0.867332,-0.458091,0.194651,96498.15
0.866457,-0.459284,0.195732,97020.75
0.866457,-0.459284,0.195732,96686.025
0.86608,-0.459949,0.19584,96504.3
0.865714,-0.460518,0.196119,96510.75
0.865155,-0.460852,0.197793,97392.3
0.864835,-0.461295,0.19816,96836.125
0.86505,-0.460928,0.198075,96153.275
0.864614,-0.461476,0.198702,96588.75
0.864545,-0.461456,0.19905,97192.425
